TABLE_NAME 表中文名称
T_SB_RPT_DWSWZCBFYDBB 349-电网实物资产报废月度报表
T_SB_RPT_DWSWZCZLYQKB 350-电网实物资产再利用情况表
T_SB_RPT_GDYDJSDXLSBZKTJB 表2-8 各电压等级输电线路设备状况统计表
T_SB_RPT_GYKGLSBZKTJB 表2-19 高压开关类设备状况统计表
T_SB_RPT_JLBYQZYQKHZB 256--交流变压器在运情况汇总表
T_SB_RPT_PDWJBQKTJB 359-配电网基本情况统计表
T_SB_RPT_TXSBGMXZJYXNXTJB 1.1.2.41.通信设备规模现状及运行年限统计表
T_SB_RPT_XDCTRNXTJB 248-蓄电池投入年限统计表
T_SB_RPT_XLJBGMTJB 99-线路基本规模统计表
T_SB_SBBG_GXBGLB 大馈线设备关系变更列表
T_SB_SBGL_JJDAGL 设备与机井关系表
T_SB_SBID_CACHE 设备ID中间表
T_SB_SCFZSS_AQJWXT 安全警卫系统表
T_SB_SCFZSS_DLG 电缆沟表
T_SB_SCFZSS_DLQ 电缆桥表
T_SB_SCFZSS_FWTJSS 房屋土建设施表
T_SB_SCFZSS_FWZZ 防误装置表
T_SB_SCFZSS_FWZZSB 防误装置设备表
T_SB_SCFZSS_FZSSJCKZXT 辅助设施集成控制系统表
T_SB_SCFZSS_GD 管道表
T_SB_SCFZSS_GYDSJGBXT 工业电视及广播系统表
T_SB_SCFZSS_GYSSHSXT 工业水、生活水系统表
T_SB_SCFZSS_JCJGJ 检查井/工井表
T_SB_SCFZSS_KDZZ 空调装置表
T_SB_SCFZSS_PSXT 排水系统表
T_SB_SCFZSS_SD 隧道表
T_SB_SCFZSS_XFXT 消防系统表
T_SB_SCFZSS_XFXTFJ 消防系统附件表
T_SB_SCFZSS_ZMXT 照明系统表
T_SB_SDSB_CSLXB 水电设备参数类型表
T_SB_SDSB_SBCS 水电设备参数表
T_SB_SDSB_SBFLCS 水电设备分类参数表
T_SB_SDSB_SBFLJG 水电设备分类结构表
T_SB_SDSB_SBTZB 水电设备台帐表
T_SB_SDSB_SBWZB 水电设备位置表
T_SB_SDSB_SBWZCS 水电设备位置参数表
T_SB_SHSB_GJGTXX 告警杆塔信息表
T_SB_SHSB_HDYZXX 火点验证信息表
T_SB_SHSB_SHHDXX 上火火点信息表
T_SB_SHSB_SHTXXX 山火图像信息表
T_SB_SHSB_SHYBXX 山火预报信息表
T_SB_SHSB_SHYCT 山火预测图表
T_SB_TWOSCANSBBSP 设备标识牌二维码及坐标信息表
T_SB_TWOSCANSBBSP_HISTORY 二维码标识牌打印记录表
T_SB_ZLSB_DKQHLYC 换流一次_电抗器表
T_SB_ZLSB_DRQ 电容器表
T_SB_ZLSB_DZQ 电阻器表
T_SB_ZLSB_HLB 换流变表
T_SB_ZLSB_HLF 换流阀表
T_SB_ZLSB_HLZFNLSXT 换流站阀内冷水系统表
T_SB_ZLSB_HLZFWLQXT 换流站阀外冷却系统表
T_SB_ZLSB_JDJ 接地极表
T_SB_ZLSB_PBDKQ 平波电抗器表
T_SB_ZLSB_TXJCYXT 调相机除盐水系统表
T_SB_ZLSB_TXJDLSXT 调相机定冷水系统表
T_SB_ZLSB_TXJLCXT 调相机励磁系统表
T_SB_ZLSB_TXJRHYXT 调相机润滑油系统表
T_SB_ZLSB_TXJSFCXT 调相机SFC系统表
T_SB_ZLSB_TXJWLSXT 调相机外冷水系统表
T_SB_ZLSB_TXJZLSXT 调相机转冷水系统表
T_SB_ZLSB_ZLBLQ 直流避雷器表
T_SB_ZLSB_ZLCQTG 直流穿墙套管表
T_SB_ZLSB_ZLDLHGQ 直流电流互感器表
T_SB_ZLSB_ZLDLQ 直流断路器表
T_SB_ZLSB_ZLDYHGQ 直流电压互感器表
T_SB_ZLSB_ZLGLKG 直流隔离开关表
T_SB_ZLSB_ZLJDDZ 直流接地刀闸表
T_SB_ZLSB_ZLLBQ 直流滤波器表
T_SB_ZLSB_ZLZBQ 直流阻波器表
T_SB_ZNWYC_PBBYQ_XGJL 配电变压器-柱上变压器修改记录表
T_SB_ZNYC_BJFJ 设备部件/附件表
T_SB_ZNYC_BLQ 避雷器表
T_SB_ZNYC_BLZ 避雷针表
T_SB_ZNYC_CLBCZZ 串联补偿装置表
T_SB_ZNYC_CQG 开关柜表
T_SB_ZNYC_CQTG 穿墙套管表
T_SB_ZNYC_DKQ 电抗器表
T_SB_ZNYC_DLDRQ 电力电容器表
T_SB_ZNYC_DLHGQ 电流互感器表
T_SB_ZNYC_DLJT 站内电缆接头表
T_SB_ZNYC_DLQ 断路器表
T_SB_ZNYC_DLZD 站内电缆终端表
T_SB_ZNYC_DXMPYXK 电系铭牌运行库表
T_SB_ZNYC_DYHGQ 电压互感器表
T_SB_ZNYC_DZ 电站表
T_SB_ZNYC_DZ_MC 电站主表
T_SB_ZNYC_DZ_XGJL 电站表台账修改记录表
T_SB_ZNYC_FDXQ 放电线圈表
T_SB_ZNYC_FHKG 负荷开关表
T_SB_ZNYC_GLKG 隔离开关表
T_SB_ZNYC_GZZSQ 故障指示器表
T_SB_ZNYC_GZZZ 隔直装置表
T_SB_ZNYC_JDB 接地变表
T_SB_ZNYC_JDDZ 接地电阻表
T_SB_ZNYC_JDW 接地网表
T_SB_ZNYC_JGDY 间隔单元表
T_SB_ZNYC_JLLBQ 交流滤波器表
T_SB_ZNYC_JTWGBCZZ 静态无功补偿装置(SVC)表
T_SB_ZNYC_JXFS 接线方式表
T_SB_ZNYC_JYZ 绝缘子(站内)表
T_SB_ZNYC_KGG 开关柜表
T_SB_ZNYC_KZCS 设备部件/附件扩展参数表
T_SB_ZNYC_KZCS_DY 设备部件/附件扩展参数定义表
T_SB_ZNYC_MPCJTZ 铭牌创建台账锁定表
T_SB_ZNYC_MX 母线表
T_SB_ZNYC_OHDRQ 耦合电容器表
T_SB_ZNYC_PDBYQ 配电变压器表
T_SB_ZNYC_RDQ 熔断器表
T_SB_ZNYC_SYB 所用变表
T_SB_ZNYC_TXJ 调相机，为换流站内的交流一次设备表
T_SB_ZNYC_XHZZ 消弧装置表
T_SB_ZNYC_ZBQ 阻波器表
T_SB_ZNYC_ZBYQ 主变压器表
T_SB_ZNYC_ZFBZ 站房班组表
T_SB_ZNYC_ZHDQ 组合电器表
T_SB_ZNYC_ZHHGQ 组合互感器表
T_SB_ZNYC_ZNDL 站内电缆表
T_SB_ZNYC_ZNHWG 站内环网柜表
T_SB_ZNYC_ZNYCDG 站内一次大纲表
T_SB_ZWYC_DAOXIAN 导线表
T_SB_ZWYC_DIXIAN 地线表
T_SB_ZWYC_DKX 大馈线表
T_SB_ZWYC_DL 电缆表
T_SB_ZWYC_DLD 电缆段表
T_SB_ZWYC_DLFZX 电缆分支箱表
T_SB_ZWYC_DLJCHLX 电缆交叉互联箱表
T_SB_ZWYC_DLJDX 电缆接地箱表
T_SB_ZWYC_DLJT 电缆接头表
T_SB_ZWYC_DLZD 电缆终端表
T_SB_ZWYC_DXD 导线段表
T_SB_ZWYC_GBFJB 杆变分接表
T_SB_ZWYC_GL 光缆(ADSS)表
T_SB_ZWYC_GT 杆塔(运行)表
T_SB_ZWYC_JJ 金具表
T_SB_ZWYC_JYZ 绝缘子表
T_SB_ZWYC_LX 拉线表
T_SB_ZWYC_PDXL 大馈线线段表
T_SB_ZWYC_PWXLKQWH 配网线路跨区维护表
T_SB_ZWYC_SBSSDKX 设备所属大馈线对应表
T_SB_ZWYC_WLG 物理杆表
T_SB_ZWYC_XL 线路表
T_SB_ZWYC_XLBLQ 线路避雷器表
T_SB_ZWYC_XLBZ 线路班组表
T_SB_ZWYC_XLFSSS 附属设施表
T_SB_ZWYC_XLGZZSQ 线路故障指示器表
T_SB_ZWYC_XLJCKY 线路交叉跨越表
T_SB_ZWYC_XL_XGJL 线路表台账修改记录表
T_SB_ZWYC_XNFJD 虚拟分界点台账表
T_SB_ZWYC_ZDTYQ 自动调压器表
T_SB_ZWYC_ZSBYQ 柱上变压器数据表
T_SB_ZWYC_ZSDLHGQ 柱上电流互感器表
T_SB_ZWYC_ZSDLQ 柱上断路器表
T_SB_ZWYC_ZSDLSRDQ 柱上跌落式熔断器表
T_SB_ZWYC_ZSDRQ 柱上电容器表
T_SB_ZWYC_ZSDYHGQ 柱上电压互感器表
T_SB_ZWYC_ZSFDQ 柱上分段器表
T_SB_ZWYC_ZSFHKG 柱上负荷开关表
T_SB_ZWYC_ZSGLKG 柱上隔离开关表
T_SB_ZWYC_ZSTRBYQ 柱上调容变压器表
T_SB_ZWYC_ZWYCDG 站外一次大纲表
T_SB_ZXJCZZ_BDSBZXJCZZ 变电设备在线监测装置表
T_SB_ZXJCZZ_DNZLJCZZ 电能质量监测装置表
T_SB_ZXJCZZ_SDJKXLWLZZ 输电架空线路物理装置表
T_SB_ZXQY_BGSBLB 站线迁移_变更设备列表
T_SCADA_DLQ SCADA断路器表
T_SCADA_DZ SCADA电站表
T_SCADA_MX SCADA母线表
T_SCADA_XL SCADA线路表
T_SCADA_ZBYQ SCADA变压器表
T_SG_G_TRAN_SYNC 存储营销GIS平台往生产PMS系统发送营配不一致的专用变压器信息表
T_SYHZB_ZBDF 指标得分表
T_SYHZB_ZBDF_ZZB 子指标得分表
T_YJ_GZQX_WWCQX 未完成抢修表
T_YD_BDZYDF 变电专业月度得分表
T_YD_BELONG 异动关系表
T_YJ_GZQX_YDZY_TASK 任务单表
T_YD_ZYCX 专业创新表
T_YHGD_RTJB 95598工单日统计表
T_YJ_GZQX_YJZTJSDW 预警状态接收单位表
T_YJ_GZQX_YXSBFW 影响设备范围表
T_YJ_GZQX_YXTRZY 演习投入资源表
T_YJ_DWYJ_BZHZY_BDSBXSSXDY 变电设备型式属性定义表
T_YJ_DWYJ_BZHZY_BYQDSBGPJBFDJC 变压器等设备高频局部放电检测表
T_YJ_DWYJ_BZHZY_BZK_AQFXBS 标准库_安全风险辨识表
T_YJ_DWYJ_BZHZY_BZK_BSXM 辨识项目表
T_YJ_DWYJ_BZHZY_BZK_CLGQJBPBJ 材料、工器具、备品备件表
T_YJ_DWYJ_BZHZY_BZK_FXBSJFFK 风险辨识及防范库表
T_YJ_GZQX_YXYHLB 影响用户列表
T_YJ_DWYJ_BZHZY_BZK_GGYS 引用文件、人员要求、人员分工、准备工作安排、安全措施、开工、检修电源使用、竣工表
T_YJ_GZQX_ZHZX 指挥中心表
T_YJ_GZQX_ZHZXJJRZ 指挥中心交接日志表
T_YJ_GZQX_ZHZXPBMX 指挥中心排班明细表
T_DW_CONNECT_RESOURCE 资源资产关系表
T_DW_RESOURCES 资源表
ZFI_QSM_DB  资产调拨（全寿命）表
T_DW_JK_SBZSJ 设备主数据表
T_YJ_DWYJ_BZHZY_BZK_ZYNR 标准库_作业内容表
T_YJ_DWYJ_BZHZY_CLGQJBPBJLXDY 材料工器具备品备件类型定义表
T_DW_SBBG_BGSBLB 变更设备列表
T_YJ_DWYJ_BZHZY_FB_BQBHHY 范本班前班后会议表
T_YJ_DWYJ_BZHZY_FB_CLGQJBPBJ 材料、工器具、备品备件表
T_YJ_DWYJ_BZHZY_FB_GGML 范本_公共目录表
T_YJ_DWYJ_BZHZY_FB_GGYS 引用文件、人员分工、人员要求、准备工作安排、开工、检修电源使用、竣工、安全措施

表
T_YJ_DWYJ_BZHZY_FB_GJXCBCAQCS 根据现场补充安全措施表
T_DW_SBBG_BGSBQD 变更设备清单表
T_DW_SBBG_SBBGSQD 设备变更申请单表
T_DW_YMDD_SWIDMPGLB 实物id铭牌关联关系表
T_YJ_DWYJ_BZHZY_FB_JYXM 范本_检验项目表
T_YJ_DWYJ_BZHZY_FB_KZSX 范本_扩展属性信息表
T_DW_ZCGL_BFSBXX 报废设备信息表
T_DW_ZCGL_BPBJ 备品备件表
T_DW_ZCGL_KSDBSBB 设备调拨设备表
T_DW_ZCGL_SBBFSQD 设备报废申请单表
T_DW_ZCGL_SBDBFSQD 待报废申请单表
T_DW_ZCGL_SBDBSBB 设备调拨设备表
T_YJ_DWYJ_BZHZY_FB_ZYWBXS 范本与作业文本型式关联表
T_YJ_DWYJ_BZHZY_FSXX_BYQSXT_D 变压器上下台工作附属信息_单表
T_YJ_DWYJ_BZHZY_FSXX_DLHGQ_D 电流互感器补气工作附属信息_单表
T_YJ_DWYJ_BZHZY_FSXX_DLKQAZ_D 电缆空气终端安装_单表
T_YJ_DWYJ_BZHZY_FSXX_HGQGH_D 电流互感器更换工作附属信息_单表
T_YJ_DWYJ_BZHZY_JCWH_ZYLB 专业类别表
T_YJ_DWYJ_BZHZY_JCWH_ZYLX 作业类型表
T_YJ_DWYJ_BZHZY_JCWH_ZYWBXS 作业文本型式表
T_YJ_DWYJ_BZHZY_JCWH_ZYYSFL 作业要素分类表
T_YJ_DWYJ_BZHZY_ZXZYDYKZSX 最小作业单元扩展属性表
T_DW_ZCGL_SBDBSQD 设备调拨申请单表
T_DW_ZCGL_SBZLYSQD 设备再利用申请单表
T_YJ_DWYJ_BZHZY_ZYWB_BQBHHY 作业文本班前班后会议表
T_YJ_DWYJ_BZHZY_ZYWB_CLGQJBPBJ 材料、工器具、备品备件表
T_DW_ZCGL_SWZCBB_BFCY 资产报废成因表
T_YJ_DWYJ_BZHZY_ZYWB_DXML 作业文本典型目录表
T_YJ_DWYJ_BZHZY_ZYWB_DXMLSY 作业文本_典型目录索引表
T_YJ_DWYJ_BZHZY_ZYWB_GGML 作业文本公共目录表
T_YJ_DWYJ_BZHZY_ZYWB_GGYS 安全措施、引用文件、人员要求、开工、竣工、检修电源使用、准备工作安排

表
T_DW_ZCGL_SWZCBB_YLZCTJB 逾龄资产统计表
T_DW_ZCGL_SWZCBB_ZCBFTJBB 资产报废统计表
T_DW_ZCGL_TCSBXX 退出设备信息表
T_DW_ZCGL_TCSBXXZB 退出设备信息表
T_DW_ZCGL_ZCQC 资产清册表
T_DW_ZCGL_ZCQCPDB 资产清查盘点表
T_DW_ZCGL_ZLY 再利用设备历史信息表
T_DW_ZCGL_ZLYXQK 再利用需求库表
T_PDSBYD_FANKUI_USER 配电设备异动具有在单线图申请中直接反馈权限的用户表
T_PD_QSMZQ_PDSBTY 变电全生命周期设备新增表
T_PD_QSMZQ_PDSBTY_SUB 配电全生命周期设备新增子关系表
T_PD_QSMZQ_PDSBXZ 变电全生命周期设备新增表
T_PD_QSMZQ_PDSBXZ_SUB 变电全生命周期设备新增子关系表
T_YJ_DWYJ_BZHZY_ZYWB_XSJL 作业文本_巡视卡_巡视记录表
T_YJ_DWYJ_BZHZY_ZYWB_ZDXSSB 作业文本_重点巡视设备表
T_YJ_DWYJ_BZK_CLLX 标准库_材料类型表
T_YJ_DWYJ_BZK_JCLX 标准库_检测类型表
T_YJ_DWYJ_BZK_JXLX 标准库_材料类型表
T_YJ_DWYJ_DDZYFFB 带电作业方法表
T_YJ_DWYJ_DDZYFSB 带电作业方式表
T_YJ_DWYJ_DDZY_CLCKB 带电作业车辆仓库表
T_YJ_DWYJ_DDZY_CLCK_CLGGXXB 带电作业车辆公共信息表
T_YJ_DWYJ_DDZY_CLCK_CLLXB 带电作业车辆类型表
T_YJ_DWYJ_DDZY_CLCK_SCCJB 带电作业车辆厂家表
T_YJ_DWYJ_DDZY_CLCK_YDKFC 移动库房车表
T_YJ_DWYJ_DDZY_CLCK_YDXBC 移动箱变车表
T_YJ_DWYJ_DDZY_JKXLDDZYQKTJB 架空线路带电作业情况统计表
T_YJ_DWYJ_DDZY_PWDLBTDZYQKTJB 配网电缆不停电作业情况统计表
T_YJ_DWYJ_DDZY_QYLX 区域类型表
T_YJ_DWYJ_DDZY_RYZZ 带电作业人员资质表
T_YJ_DWYJ_DDZY_XLDDZYTJB 线路带电作业统计表
T_YJ_DWYJ_DDZY_YGFS 带电作业人员用工方式表
T_YJ_DWYJ_DLSSBHAQBHQKBB 电力设施保护加强治安防范工作情况地市报表
T_YJ_DWYJ_DLSSBHGL_XLHXY 线路护线员记录表
T_YJ_DWYJ_DLSSBHGL_XLHXYZB 线路护线员子表记录表
T_YJ_DWYJ_DLSSBHSJ 电力设施保护事件表
T_YJ_DWYJ_DLSS_STOLENORDAMAGE 电力设施保护盗窃、破坏和外力损坏情况省公司报表
T_YJ_DWYJ_DSFJH 待生成发送的oms计划表
T_YJ_DWYJ_ERPSERVICE ERP接口服务表
T_YJ_DWYJ_GZBB 故障报表
T_YJ_DWYJ_GZBB_GZTYTJ 故障停运统计表
T_YJ_DWYJ_GZBB_GZTZTYMX 故障跳闸停运明细表
T_YJ_DWYJ_GZBB_TZLJGZTYLTJB 跳闸率及故障停运率统计表
T_YJ_DWYJ_GZBB_TZQKTJ 故障停运统计表
T_YJ_DWYJ_GZCJ 故障测距记录表
T_YJ_DWYJ_GZFXJSTSSZ 故障分析及时天数设置表
T_YJ_DWYJ_GZFXMB 故障分析模板维护表
T_YJ_DWYJ_GZLX 工作类型表
T_ZH_JGDX_CWXLH 批次号表
T_ZJJH_JGDX_CGJHTB 采购计划提报表
T_ZJ_JGDX_GCL_BTWX_DXTJ 技改大修工程量区段改造地形条件表
T_YJ_DWYJ_GZRW_GLB 工作任务关联表
T_ZJ_JGDX_GCL_BTWX_KY 技改大修工程量区段改造跨越表
T_YJ_DWYJ_JHZXQKTJB 计划执行情况统计表
T_ZJ_JGDX_GCL_BTWX_QXTJ 技改大修工程量区段改造气象条件表
T_ZJ_JGDX_GCL_BTWX_YS 技改大修工程量区段改造运输表
T_YJ_DWYJ_JSYJBB_PDZDHYYQKB 配电自动化月度应用情况表
T_YJ_DWYJ_JSYJBB_PDZDHZZCQKB 配电自动化月度做早操工作情况表
T_YJ_DWYJ_JSYJBB_YBSJ 检三运检月报数据表
T_YJ_DWYJ_JSYJBB_YJYWTSQKB 运检业务投诉情况表
T_ZJ_JGDX_GCL_BYQGZ 变压器改造表
T_YJ_DWYJ_JXGLSJTBJL 检修管理同步记录表
T_ZJ_JGDX_GCL_DLGZ_DXTJ 输电线路电缆改造工程地形条件表
T_ZJ_JGDX_GCL_DLGZ_KY 输电线路电缆改造工程跨越表
T_YJ_DWYJ_JXJH_RWC_GLB 检修计划任务池关联表
T_YJ_DWYJ_JXJH_SJBG 检修计划批复时间变更记录表
T_YJ_DWYJ_JXJH_SUB 检修计划子表
T_YJ_DWYJ_JYHGL_JCSJX 基础数据项表
T_YJ_DWYJ_JYHGL_JCSJXTB 基础数据项填报表
T_YJ_DWYJ_JYHGL_ZBJSJG 指标计算结果表
T_YJ_DWYJ_JYHGL_ZBXXWH 指标信息维护表
T_YJ_DWYJ_LPTX_CZPJL 操作票图形记录表
T_ZJ_JGDX_GCL_DLGZ_QXTJ 输电线路电缆改造工程气象条件表
T_YJ_DWYJ_LPTX_CZPRWMB 操作票任务模板表
T_ZJ_JGDX_GCL_DLGZ_YS 输电线路电缆改造工程运输表
T_YJ_DWYJ_LPTX_CZPWBMB 操作票文本模板表
T_YJ_DWYJ_LPTX_DXSXX 地线室信息表
T_ZJ_JGDX_GCL_DLQGZ 断路器改造表
T_YJ_DWYJ_LPTX_GZPCSMB 工作票措施模板表
T_YJ_DWYJ_LPTX_LJXX 逻辑信息表
T_YJ_DWYJ_LPTX_MBXX 模板信息表
T_YJ_DWYJ_LP_BMRYDM 两票部门人员代码表
T_YJ_DWYJ_LP_CYC 两票常用词表
T_YJ_DWYJ_LP_CYCLX 两票常用词类型表
T_ZJ_JGDX_GCL_KGGGZ 开关柜改造表
T_ZJ_JGDX_GCL_KGGGZ_DLHGQWX 电流互感器维修表
T_ZJ_JGDX_GCL_PD_HWGZNHGZ 环网柜智能化改造表
T_ZJ_JGDX_GCL_PD_XLQDGZ 配电线路区段改造表
T_YJ_DWYJ_LP_CZPYJ 两票操作票元件表
T_YJ_DWYJ_LP_FL 两票分类表
T_ZJ_JGDX_GCL_PD_XLQDGZ_DX 配电线路区段改造导线表
T_ZJ_JGDX_GCL_PD_XLQDGZ_GT 配电线路区段改造杆塔表
T_YJ_DWYJ_LP_GZPWB2 两票-工作票文本表
T_YJ_DWYJ_LP_HL 两票回路表
T_ZJ_JGDX_GCL_QDGZ 技改大修工程量区段改造主表
T_ZJ_JGDX_GCL_QDGZ_CGYJSGFB 技改大修工程量区段改造采购与技术规范表
T_ZJ_JGDX_GCL_QDGZ_DXTJ 技改大修工程量区段改造地形条件表
T_ZJ_JGDX_GCL_QDGZ_FJAZ 技改大修工程量区段改造附件安装表
T_ZJ_JGDX_GCL_QDGZ_GSTXJCBZ 技改大修工程量区段改造估算塔形基础标准表
T_ZJ_JGDX_GCL_QDGZ_GTDSB 技改大修工程量区段改造杆塔典设表
T_ZJ_JGDX_GCL_QDGZ_GTZL 技改大修工程量区段改造杆塔组立表
T_YJ_DWYJ_OMSPARSERE OMS系统解析PMS侧发送E文件的结果表
T_YJ_DWYJ_PWDDJCKZQKTJB 配网带电检测开展情况统计表
T_ZJ_JGDX_GCL_QDGZ_JSBLX 技改大修工程量区段改造架设避雷线表
T_YJ_DWYJ_QXDXLSXX 缺陷定性历信息表
T_YJ_DWYJ_QXGJSJSZ 缺陷告警时间设置表
T_ZJ_JGDX_GCL_QDGZ_JSDX 技改大修工程量区段改造架设导线表
T_YJ_DWYJ_QXJL_GTXZ 缺陷记录的杆塔选择表
T_ZJ_JGDX_GCL_QDGZ_JSOPGW 技改大修工程量区段改造架设OPGW表
T_ZJ_JGDX_GCL_QDGZ_KY 技改大修工程量区段改造跨越表
T_YJ_DWYJ_RWFWHT 任务服务合同表
T_ZJ_JGDX_GCL_QDGZ_QXTJ 技改大修工程量区段改造气象条件表
T_ZJ_JGDX_GCL_QDGZ_YS 技改大修工程量区段改造运输表
T_ZJ_JGDX_GCL_ZXJCZZGZ 输电线路在线监测装置改造表
T_ZJ_JGDX_GKPT_CBXMTJ 自主开发-技改大修管控平台-储备项目统计表
T_YJ_DWYJ_TDSQDSHYJ 停电申请单审核意见表
T_YJ_DWYJ_WLZSJ 物料主数据表
T_ZJ_JGDX_GKPT_JHXMTJ 自主开发-技改大修管控平台-年度计划统计表
T_YJ_DWYJ_XCKCJLSH 现场勘察记录审核表
T_YJ_DWYJ_XMWBSTBB 项目WBS同步表
T_ZJ_JGDX_GKPT_XMSSTJ 自主开发-技改大修管控平台-项目实施统计表
T_ZJ_JGDX_JYS 项目建议书表
T_ZJ_JGDX_ZSBZB 技改大修主设备表
T_ZJ_JGDX_ZZSBZB 技改大修子设备表
T_JGDX_OBJID 技改大修objid对应表
T_PWGC_DDYDYJWGPZ_MXB 电源及无功配置明细表
T_PWGC_GCWZFW 工程物资服务（用于采购申报、合同签订）表
T_PWGC_GCWZFWCG 工程物资服务采购（主表）表
T_PWGC_GCWZFW_DR 工程物资服务导入（用于采购申报、合同签订）

表
T_PWGC_PWXQ_DLJXT 配网工程地理接线图表
T_PWGC_PWXQ_DMB 配网工程代码表
T_PWGC_PWXQ_LXYJ 配网工程立项依据表
T_PWGC_PWXQ_PWXJXMZB 配网工程配网新建项目主表
T_PWGC_PWXQ_PWXMBB 配网工程配网项目包表
T_YJ_DWYJ_YDZY_BCNR 移动作业_补充内容表
T_YJ_DWYJ_YDZY_BDZWXDFX 变电站巡视危险点分析与预防控制措施表
T_YJ_DWYJ_YDZY_GGDMB 移动作业公共代码表
T_PWGC_PWZXGCGL_BGSBLB 配网工程变更申请列表
T_YJ_DWYJ_YDZY_JXXQSJCLZMB 检修详情数据测量值模板表
T_YJ_DWYJ_YDZY_JXXQSJMB 检修详情数据模板表
T_YJ_DWYJ_YDZY_PACKAGEUSER 作业包用户信息表
T_YJ_DWYJ_YDZY_SHXSBZBJ 巡视标准部件表
T_YJ_DWYJ_YDZY_WTXSBZ 五通巡视标准表
T_YJ_DWYJ_YDZY_ZYBSYXX 作业包索引信息表
T_YJ_DWYJ_YDZY_ZYBSYXXZB 作业包索引信息子表
T_YJ_DWYJ_YFSJH 补充生成的计划信息表
T_PWGC_PWZXGCGL_BGSQB 配网工程变更申请表
T_YJ_DWYJ_YHDJLSXX 隐患定级历史信息表
T_PWGC_PWZXGCGL_XMPC 配网工程项目批次表
T_PWGC_PWZXGCGL_ZXDXXX 配网工程专项对象信息表
T_YJ_DWYJ_YHZYFL 隐患专业分类表
T_YJ_DWYJ_YJDM 运检代码表
T_YJ_DWYJ_YXLP 运行页面令牌表
T_PWGC_SDGSXX 审定概算信息表
T_PWGC_SGGCJL 施工过程记录表
T_YJ_DWYJ_YXRZ_BDYXFS 运行方式维护表
T_YJ_DWYJ_YXRZ_BHDZDTZJL 保护定值单调整记录表
T_YJ_DWYJ_YXRZ_BHDZDTZJL_OMS 保护定值单调整记录OMS表
T_PWGC_SGGCJL_APP APP施工过程记录表
T_PWGC_WLJZTJ 物力进展统计表
T_PWGC_WZCGPC 物资采购批次表
T_PWGC_WZFWGYS 物资服务供应商表
T_PWGC_XMCBK 项目预计划库表
T_PWGC_XMCSXX 项目初设信息表
T_PWGC_XMJDSJ 项目节点时间表
T_PWGC_XMJDSJ_BZ 计划节点里程碑表
T_PWGC_XMJD_10KVDCMP_SCHD_NOW 10kV单体工程实时进度明细表
T_YJ_DWYJ_YXRZ_CBBRYPZ 常白班人员配置表
T_PWGC_XMJD_10KVPROJ 10KV项目信息表
T_PWGC_XMJD_10KVPROJ_DCMP 10KV单体工程信息表
T_YJ_DWYJ_YXRZ_DDLJKSJHCB 调度令接口数据缓存表
T_YJ_DWYJ_YXRZ_DDLJKSJHCB_ZJL 调度令接口数据缓存表子表
T_PWGC_XMJD_10KVPROJ_SCHD_NOW 10KV项目实时进度填报明细表
T_YJ_DWYJ_YXRZ_DLCJHLZTJCYDJL 电流采集回路状态监测月度记录表
T_PWGC_XMJD_BATCH_LCBJH 配网工程项目进度批次里程碑表
T_PWGC_XMJD_PROJ_BATCH 项目批次信息表
T_PWGC_XMJD_PROJ_BATCH_PROV 项目批次分解表
T_YJ_DWYJ_YXRZ_DYCJHLZTJCYDJL 电压采集回路状态监测月度记录表
T_PWGC_XMJHK 项目计划库表
T_YJ_DWYJ_YXRZ_FSGYXJL 反事故演习记录表
T_YJ_DWYJ_YXRZ_FXDWCSJL 防小动物措施记录表
T_YJ_DWYJ_YXRZ_GFHJL 过负荷记录表
T_YJ_DWYJ_YXRZ_GQTDYZWMMSJL 光纤通道严重误码秒数记录表
T_YJ_DWYJ_YXRZ_GWPZ 值班岗位配置表
T_PWGC_XMJHKGLXX 项目计划库关联信息表
T_PWGC_XMJHPFXX 项目计划批复信息表（初设批复、节点批复、结算批复）表
T_PWGC_XMXQK 项目需求库表
T_PWGC_XMZJJL 项目资金记录表
T_PWGC_ZBXMPCXX 网省项目批次信息表
T_PWYW_PBYXXX_TJB 配变运行信息统计表
T_PWYW_POWER_OFF 停电事件数据表
T_PWYW_PWGMRCSJJK 配网规模数据日常监控表
T_YJ_DWYJ_YXRZ_JJBXJPZ 交接班小结配置表
T_PWYW_SB_PDBYQ 设备_配电变压器表
T_YJ_DWYJ_YXRZ_JSWDJL 技术问答记录表
T_PWYW_XTYX_PJB 系统运行统计评价结果表
T_PWYX_BYQGDBJ 变压器供电半径表
T_PWYX_DYYHXX_JLB 低压用户信息记录表
T_PWYX_GBYXXX_JLB 公变运行信息记录表
T_PWYX_KXXLZ_SJB 馈线限流值数据表
T_PWYX_KXYXBJ 馈线影响半径表
T_PWYX_KXYXYHB 馈线影响用户表
T_YJ_DWYJ_YXRZ_LXGZLXWH 例行工作类型表
T_YJ_DWYJ_YXRZ_LXGZZQTSPZ 例行工作周期提示配置表
T_PWYX_PBYJZB 配变月极值表
T_YJ_DWYJ_YXRZ_PXJL 培训记录表
T_YJ_DWYJ_YXRZ_QTDYCZ 其他单一操作表
T_YJ_DWYJ_YXRZ_QTGZJL 其他工作记录表
T_PWYX_PBYXYHB 配变影响用户表
T_PWYX_PB_DDYJL 低电压配变异常记录表
